PATIENT_NAME,R_PEAK,P_PEAK,T_PEAK,Q_PEAK,S_PEAK
patient072/s0240lre,59928,59698,60214,59898,59950
patient072/s0240lre,60956,60732,61221,60925,61044
patient072/s0240lre,62010,61714,62290,61978,62032
patient072/s0240lre,63050,62748,63313,63018,63072
patient072/s0240lre,64078,63819,64336,64046,64100
patient072/s0240lre,65090,64869,65361,65059,65112
patient072/s0240lre,66102,65886,66370,66071,66124
patient072/s0240lre,67103,66868,67380,67073,67144
patient072/s0240lre,68121,67891,68386,68090,68200
patient072/s0240lre,69147,68938,69400,69116,69204
patient072/s0240lre,70165,69936,70429,70134,70188
patient072/s0240lre,71177,70930,71449,71146,71199
patient072/s0240lre,72169,71913,72435,72139,72197
patient072/s0240lre,73167,72913,73435,73135,73189
patient072/s0240lre,74194,73978,74451,74163,74272
patient072/s0240lre,75209,74998,75463,75177,75231
patient072/s0240lre,76201,75945,76464,76170,76223
patient072/s0240lre,77196,76984,77472,77166,77218
patient072/s0240lre,78189,77964,78469,78158,78212
patient072/s0240lre,79181,78978,79452,79150,79230
patient072/s0240lre,80194,79977,80460,80163,80282
patient072/s0240lre,81231,81001,81502,81199,81286
patient072/s0240lre,82252,82038,82515,82221,82275
patient072/s0240lre,83272,83025,83535,83243,nan
patient072/s0240lre,84294,84025,84543,84264,84317
patient072/s0240lre,85298,85083,85567,85268,85321
patient072/s0240lre,86311,86106,86563,86281,86342
patient072/s0240lre,87343,87124,87598,87311,87365
patient072/s0240lre,88367,88111,88639,88336,88389
patient072/s0240lre,89391,89128,89655,89360,89413
patient072/s0240lre,90385,90124,90661,90355,90408
patient072/s0240lre,91390,91167,91641,91360,91413
patient072/s0240lre,92404,92145,92637,92373,92480
patient072/s0240lre,93414,93190,93681,93382,93486
patient072/s0240lre,94415,94197,94675,94384,94437
patient072/s0240lre,95405,95181,95664,95375,95428
patient072/s0240lre,96392,96136,96643,96362,96415
patient072/s0240lre,97350,97140,97609,97320,97433
patient072/s0240lre,98330,98106,98551,98300,nan
patient072/s0240lre,99314,99091,99556,99283,99364
patient072/s0240lre,100307,100054,100572,100277,100400
patient072/s0240lre,101289,101028,101538,101258,101385
patient072/s0240lre,102293,102006,102534,102264,102315
patient072/s0240lre,103293,103011,nan,103262,nan
patient072/s0240lre,104325,104118,104574,104293,nan
patient072/s0240lre,105360,105147,105622,105328,105382
patient072/s0240lre,106397,106189,106662,106366,106419
patient072/s0240lre,107415,107182,107679,107384,107437
patient072/s0240lre,108447,108183,108723,108417,108470
patient072/s0240lre,109485,109258,109738,109455,109544
patient072/s0240lre,110527,nan,110736,110497,nan
patient072/s0240lre,111548,nan,111744,111517,nan
patient072/s0240lre,112559,112327,112827,112528,112581
patient072/s0240lre,113556,113317,113814,113525,113578
patient072/s0240lre,114545,114318,114816,114513,114602
patient072/s0244lre,1248,1029,1545,1216,1271
patient072/s0244lre,2231,2020,2529,2200,2254
patient072/s0244lre,3237,3001,3526,3206,3260
patient072/s0244lre,4265,4041,4554,4234,4289
patient072/s0244lre,5273,5004,5571,5242,5296
patient072/s0244lre,6282,6039,6576,6251,6307
patient072/s0244lre,7319,7099,7617,7289,7343
patient072/s0244lre,8358,8136,8658,8327,8389
patient072/s0244lre,9396,9163,9691,9366,9420
patient072/s0244lre,10446,10210,10741,10415,10471
patient072/s0244lre,11491,11260,11784,11459,11515
patient072/s0244lre,12527,12261,12826,12495,12550
patient072/s0244lre,13569,13360,13861,13539,13592
patient072/s0244lre,14618,14412,14913,14587,14642
patient072/s0244lre,15655,15423,15952,15625,15678
patient072/s0244lre,16684,16453,16989,16653,16708
patient072/s0244lre,17701,17496,17992,17671,17725
patient072/s0244lre,18753,18520,19047,18722,18777
patient072/s0244lre,19785,19545,20070,19753,19809
patient072/s0244lre,20791,20562,21085,20760,20815
patient072/s0244lre,21821,21591,22122,21791,21845
patient072/s0244lre,22860,22576,23155,22829,22884
patient072/s0244lre,23884,23668,24186,23854,23907
patient072/s0244lre,24907,24691,25192,24876,24931
patient072/s0244lre,25955,25653,26242,25925,25980
patient072/s0244lre,27000,26790,27301,26970,27025
patient072/s0244lre,28041,27813,28335,28010,28064
patient072/s0244lre,29097,28890,29385,29065,29120
patient072/s0244lre,30147,29902,30441,30115,30171
patient072/s0244lre,31181,30888,31482,31149,31207
patient072/s0244lre,32225,31989,32523,32194,32249
patient072/s0244lre,33280,33018,33582,33250,33305
patient072/s0244lre,34308,34080,34608,34276,34332
patient072/s0244lre,35342,35113,35640,35311,35366
patient072/s0244lre,36391,36148,36679,36360,36415
patient072/s0244lre,37442,37201,37738,37411,37465
patient072/s0244lre,38466,38244,38761,38436,38490
patient072/s0244lre,39524,39300,39828,39494,39548
patient072/s0244lre,40593,40380,40887,40561,40616
patient072/s0244lre,41642,41413,41937,41612,41665
patient072/s0244lre,42727,42496,43023,42696,42750
patient072/s0244lre,43810,43573,44109,43779,43834
patient072/s0244lre,44857,44622,45154,44827,44881
patient072/s0244lre,45911,45694,46200,45881,45936
patient072/s0244lre,46959,46731,47250,46929,46983
patient072/s0244lre,47970,47746,48273,47938,47993
patient072/s0244lre,48969,48754,49263,48938,48992
patient072/s0244lre,49995,49758,50289,49964,50019
patient072/s0244lre,51046,50787,51348,51014,51069
patient072/s0244lre,52077,51852,52371,52046,52101
patient072/s0244lre,53127,52924,53421,53098,53151
patient072/s0244lre,54182,53955,54474,54151,54205
patient072/s0244lre,55200,54993,55492,55167,55225
patient072/s0244lre,56203,55966,56502,56172,56227
patient072/s0244lre,57231,56998,57522,57200,57255
patient072/s0244lre,58273,58035,58576,58244,58296
patient072/s0244lre,59306,59068,59593,59273,59329
patient072/s0244lre,60372,60142,60669,60341,60397
patient072/s0244lre,61445,61201,61743,61415,61469
patient072/s0244lre,62529,62277,62824,62499,62553
patient072/s0244lre,63596,63366,63897,63564,63619
patient072/s0244lre,64675,64444,64969,64644,64699
patient072/s0244lre,65749,65509,66051,65716,65773
patient072/s0244lre,66809,66577,67108,66780,66837
patient072/s0244lre,67887,67666,68185,67856,67911
patient072/s0244lre,68954,68686,69243,68923,68977
patient072/s0244lre,70001,69732,70299,69971,70025
patient072/s0244lre,71064,70842,71361,71034,71088
patient072/s0244lre,72120,71868,72420,72089,72144
patient072/s0244lre,73154,72937,73459,73121,73177
patient072/s0244lre,74171,73900,74470,74140,74195
patient072/s0244lre,75183,74980,75469,75153,75209
patient072/s0244lre,76183,75964,76477,76152,76206
patient072/s0244lre,77178,76959,77478,77148,77202
patient072/s0244lre,78202,77961,78498,78172,78226
patient072/s0244lre,79222,78999,79512,79191,79246
patient072/s0244lre,80237,80017,80535,80208,80261
patient072/s0244lre,81212,80973,81511,81182,81236
patient072/s0244lre,82131,81870,82426,82101,82155
patient072/s0244lre,83037,82809,83331,83006,83061
patient072/s0244lre,83981,83758,84259,83950,84005
patient072/s0244lre,84945,84708,85234,84915,84968
patient072/s0244lre,85935,85725,86218,85905,85959
patient072/s0244lre,86964,86757,87253,86931,86987
patient072/s0244lre,88000,87795,88299,87967,88023
patient072/s0244lre,89012,88801,89299,88979,89038
patient072/s0244lre,90059,89824,90340,90028,90082
patient072/s0244lre,91094,90865,91387,91060,91118
patient072/s0244lre,92128,91885,92428,92097,92151
patient072/s0244lre,93181,92941,93477,93151,93204
patient072/s0244lre,94236,94002,94533,94205,94263
patient072/s0244lre,95273,95040,95569,95243,95296
patient072/s0244lre,96323,96097,96618,96292,96347
patient072/s0244lre,97383,97129,97671,97352,97407
patient072/s0244lre,98432,98205,98731,98401,98455
patient072/s0244lre,99486,99273,99775,99456,99509
patient072/s0244lre,100565,100351,100857,100533,100588
patient072/s0244lre,101626,101383,101914,101594,101650
patient072/s0244lre,102677,102445,102966,102647,102701
patient072/s0244lre,103753,103527,104038,103723,103778
patient072/s0244lre,104829,104604,105138,104798,104852
patient072/s0244lre,105899,105675,106197,105868,105922
patient072/s0244lre,106993,106738,107289,106963,107017
patient072/s0244lre,108101,107887,108399,108071,108124
patient072/s0244lre,109196,108981,109495,109165,109219
patient072/s0244lre,110280,110053,110580,110249,110303
patient072/s0244lre,111366,111088,111657,111335,111390
patient072/s0244lre,112460,112228,112758,112430,112484
patient072/s0244lre,113535,113284,113829,113504,113558
patient072/s0244lre,114623,114370,114921,114593,114647
patient072/s0237lre,1134,664,1368,1101,1156
patient072/s0237lre,2564,2079,2796,2528,2586
patient072/s0237lre,3988,3505,4222,3953,4011
patient072/s0237lre,5416,4936,5647,5385,5439
patient072/s0237lre,6852,6370,7086,6819,6874
patient072/s0237lre,8290,7801,8523,8256,8313
patient072/s0237lre,9726,9235,9958,9692,9750
patient072/s0237lre,11156,10678,11388,11123,11179
patient072/s0237lre,12583,12118,12814,12553,12606
patient072/s0237lre,14006,13527,14238,13975,14029
patient072/s0237lre,15408,14941,15640,15376,15432
patient072/s0237lre,16811,16347,17041,16777,16834
patient072/s0237lre,18213,17752,18906,18182,18236
patient072/s0237lre,19618,19140,20311,19586,19640
patient072/s0237lre,21023,20545,21256,20990,21046
patient072/s0237lre,22430,21970,22662,22390,22453
patient072/s0237lre,23847,23376,24078,23813,23870
patient072/s0237lre,25270,24790,25501,25238,25293
patient072/s0237lre,26689,26205,26920,26658,26712
patient072/s0237lre,28107,27634,28338,28076,28130
patient072/s0237lre,29532,29062,29763,29499,29556
patient072/s0237lre,30951,30474,31644,30919,30973
patient072/s0237lre,32357,31879,32590,32322,32380
patient072/s0237lre,33757,33289,33987,33722,33780
patient072/s0237lre,35170,34705,35400,35139,35193
patient072/s0237lre,36598,36106,36831,36564,36621
patient072/s0237lre,38031,37537,38262,37999,38054
patient072/s0237lre,39459,38974,39691,39428,39482
patient072/s0237lre,40901,40423,41131,40869,40923
patient072/s0237lre,42352,41857,42583,42320,42375
patient072/s0237lre,43794,43299,44028,43761,43818
patient072/s0237lre,45233,44752,45465,45203,45255
patient072/s0237lre,46678,46191,46909,46644,46700
patient072/s0237lre,48116,47623,48348,48085,48139
patient072/s0237lre,49541,49059,49773,49508,49564
patient072/s0237lre,50967,50497,51196,50931,50989
patient072/s0237lre,52385,51913,53077,52355,52408
patient072/s0237lre,53859,53313,54478,53808,54306
patient072/s0237lre,55171,54718,55864,55110,55193
patient072/s0237lre,56562,56098,57247,56530,56585
patient072/s0237lre,57946,57483,58177,57911,57969
patient072/s0237lre,59326,58876,60016,59291,59348
patient072/s0237lre,60716,60247,61393,60681,60740
patient072/s0237lre,63496,63030,64188,63464,63518
patient072/s0237lre,64880,64435,65566,64850,64903
patient072/s0237lre,66268,65803,66954,66237,66291
patient072/s0237lre,67639,67197,68326,67606,67662
patient072/s0237lre,69020,68566,69694,68985,69043
patient072/s0237lre,70383,69928,71068,70351,70406
patient072/s0237lre,71756,71305,72433,71724,71779
patient072/s0237lre,73125,72670,73803,73092,73148
patient072/s0237lre,75161,74709,75834,75130,75187
patient072/s0237lre,77170,76750,77835,77143,77197
patient072/s0237lre,80456,80035,81096,80442,80458
patient072/s0237lre,82679,82399,83061,82675,82681
patient072/s0237lre,84379,83953,85044,84349,84403
patient072/s0237lre,85720,85279,86376,85686,85742
patient072/s0237lre,87049,86610,87721,87016,87072
patient072/s0237lre,88394,87954,89067,88362,88416
patient072/s0237lre,89758,89301,90439,89724,89782
patient072/s0237lre,91135,90672,91363,91102,91158
patient072/s0237lre,92544,92068,92770,92513,92566
patient072/s0237lre,93972,93480,94203,93942,93995
patient072/s0237lre,95408,94918,95640,95376,95431
patient072/s0237lre,96850,96358,97080,96817,96873
patient072/s0237lre,98305,97812,98536,98269,98328
patient072/s0237lre,99763,99261,99991,99730,99785
patient072/s0237lre,101211,100713,101442,101178,101234
patient072/s0237lre,102663,102177,102892,102631,102686
patient072/s0237lre,104116,103627,104346,104083,104139
patient072/s0237lre,105566,105072,105798,105531,105589
patient072/s0237lre,107011,106510,107239,106975,107034
patient072/s0237lre,108456,107965,108687,108424,108479
patient072/s0237lre,109902,109422,110131,109869,109925
patient072/s0237lre,111355,110862,111583,111322,111378
patient072/s0237lre,112799,112302,113031,112765,112822
patient072/s0237lre,114231,113746,114462,114198,114254
patient072/s0318lre,1134,901,1408,1105,1219
patient072/s0318lre,2110,1897,2385,2078,2142
patient072/s0318lre,3092,2865,3366,3060,3202
patient072/s0318lre,4086,3847,4360,4055,4152
patient072/s0318lre,5096,4888,5376,5063,5127
patient072/s0318lre,6090,5839,6364,6060,6168
patient072/s0318lre,7078,6808,7353,7047,7111
patient072/s0318lre,8072,7851,8350,8042,8106
patient072/s0318lre,9057,8826,9330,9024,9147
patient072/s0318lre,10038,9793,10312,10006,10142
patient072/s0318lre,11020,10749,11299,10990,11053
patient072/s0318lre,11995,11739,12267,11965,12050
patient072/s0318lre,12990,12781,13269,12960,13080
patient072/s0318lre,13981,13759,14257,13951,14040
patient072/s0318lre,14965,14727,15234,14933,14995
patient072/s0318lre,15940,15709,16216,15908,16035
patient072/s0318lre,16920,16701,17191,16890,16992
patient072/s0318lre,17924,17694,18204,17893,17997
patient072/s0318lre,18911,18679,19188,18881,18945
patient072/s0318lre,19897,19669,20172,19867,19966
patient072/s0318lre,20874,20641,21150,20841,20964
patient072/s0318lre,21857,21645,22134,21824,21925
patient072/s0318lre,22820,22599,23094,22790,22910
patient072/s0318lre,23781,23574,24057,23750,23813
patient072/s0318lre,24752,24510,25032,24723,24823
patient072/s0318lre,25741,25518,26017,25708,25797
patient072/s0318lre,26729,26517,27006,26697,26787
patient072/s0318lre,27695,27460,27969,27667,27729
patient072/s0318lre,28665,28432,28942,28633,28748
patient072/s0318lre,29637,29359,29916,29607,29677
patient072/s0318lre,30593,30376,30870,30562,30628
patient072/s0318lre,31549,31302,31828,31519,31581
patient072/s0318lre,32503,32290,32778,32472,32558
patient072/s0318lre,33458,33226,33733,33429,33520
patient072/s0318lre,34400,34165,34677,34368,34470
patient072/s0318lre,35345,35127,35616,35316,35399
patient072/s0318lre,36301,36075,36577,36271,36399
patient072/s0318lre,37262,37024,37539,37233,37375
patient072/s0318lre,38207,37981,38488,38179,38255
patient072/s0318lre,39148,38941,39423,39119,39224
patient072/s0318lre,40108,39868,40378,40076,40219
patient072/s0318lre,41076,40842,41353,41044,41138
patient072/s0318lre,42034,41790,42309,42002,42090
patient072/s0318lre,42983,42754,43263,42954,43049
patient072/s0318lre,43946,43717,44220,43916,44012
patient072/s0318lre,44912,44667,45189,44883,45018
patient072/s0318lre,45887,45672,46167,45857,45914
patient072/s0318lre,46850,46636,47125,46820,46918
patient072/s0318lre,47820,47601,48096,47790,47919
patient072/s0318lre,48798,48573,49074,48768,48863
patient072/s0318lre,49761,49539,50038,49731,49819
patient072/s0318lre,50720,50481,50995,50691,50820
patient072/s0318lre,51688,51447,51961,51657,51765
patient072/s0318lre,52678,52455,52951,52648,52732
patient072/s0318lre,53661,53452,53940,53632,53737
patient072/s0318lre,54629,54388,54907,54601,54663
patient072/s0318lre,55602,55362,55881,55572,55634
patient072/s0318lre,56566,56337,56841,56536,56631
patient072/s0318lre,57520,57301,57793,57491,57590
patient072/s0318lre,58465,58228,58741,58436,58525
patient072/s0318lre,59423,59214,59703,59394,59522
patient072/s0318lre,60397,60183,60673,60367,60465
patient072/s0318lre,61375,61132,61648,61344,61457
patient072/s0318lre,62340,62107,62614,62312,62372
patient072/s0318lre,63313,63057,63586,63283,63347
patient072/s0318lre,64282,64053,64563,64249,64386
patient072/s0318lre,65236,64972,65511,65207,65271
patient072/s0318lre,66161,65914,66438,66132,66258
patient072/s0318lre,67106,66891,67383,67076,67183
patient072/s0318lre,68068,67845,68344,68038,68147
patient072/s0318lre,69014,68800,69288,68982,69045
patient072/s0318lre,69975,69757,70249,69945,70062
patient072/s0318lre,70953,70635,71230,70921,71076
patient072/s0318lre,71922,71682,72202,71892,71953
patient072/s0318lre,72895,72657,73170,72862,72968
patient072/s0318lre,73872,73614,74152,73840,73929
patient072/s0318lre,74846,74608,75123,74813,74951
patient072/s0318lre,75814,75604,76086,75786,75846
patient072/s0318lre,76780,76563,77055,76751,76873
patient072/s0318lre,77756,77541,78037,77726,77852
patient072/s0318lre,78728,78519,79009,78697,78761
patient072/s0318lre,79689,79458,79965,79658,79802
patient072/s0318lre,80658,80422,80940,80626,80683
patient072/s0318lre,81638,81396,81916,81606,81710
patient072/s0318lre,82598,82365,82872,82566,82677
patient072/s0318lre,83566,83359,83844,83536,83676
patient072/s0318lre,84534,84309,84811,84505,84565
patient072/s0318lre,85479,85234,85752,85448,85563
patient072/s0318lre,86434,86176,86710,86404,86548
patient072/s0318lre,87390,87168,87667,87360,87453
patient072/s0318lre,88335,88084,88615,88304,88365
patient072/s0318lre,89282,89061,89562,89252,89313
patient072/s0318lre,90239,90001,90514,90209,90323
patient072/s0318lre,91191,90976,91468,91158,91218
patient072/s0318lre,92121,91882,92394,92088,92149
patient072/s0318lre,93048,92809,93322,93019,93149
patient072/s0318lre,93990,93708,94267,93960,94021
patient072/s0318lre,94912,94686,95191,94882,94937
